insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (1, 'Aubert Chanter', 716936625, '1989-12-19', 'Biyang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5066, 'Margi Hizir', 920205668, '1986-11-28', 'Tanzhou');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5067, 'Morlee Dilston', 837531853, '1966-11-29', 'Ruteng');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5068, 'Ursuline Rosario', 362235407, '1987-11-30', 'San Jose');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5069, 'Prinz Spinks', 751485038, '1997-01-09', 'Svedala');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5070, 'Maia Newcom', 158032024, '1940-07-27', 'Gualmatán');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5071, 'Vance Doust', 291434989, '1955-03-09', 'Douala');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5072, 'Vite Kollas', 467052069, '1985-04-06', 'Czerwin');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5073, 'Staci Chastelain', 511768277, '1936-03-02', 'Sulang Tengah');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5074, 'Dru Simononsky', 543156715, '1994-02-05', 'Đắk Song');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5075, 'Rey Auckland', 748094722, '1953-12-13', 'Masebewa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5076, 'Jewell Twelvetrees', 747288849, '1991-06-29', 'Öldziyt');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5077, 'Kele Wyrall', 740453134, '1966-11-02', 'Zinder');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5078, 'Emilio Deniskevich', 648005098, '1975-11-18', 'Era');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5079, 'Thia Dayley', 458298243, '1944-04-29', 'Chujiang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5080, 'Eunice Huthart', 205027379, '1983-09-30', 'Siak Sri Indrapura');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5081, 'Bartie Wraxall', 181565825, '1987-06-29', 'North Side');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5082, 'Tildy Jennemann', 894167129, '1974-09-02', 'Tân Sơn');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5083, 'Devon Palombi', 714080098, '1967-12-30', 'Yermish’');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5084, 'Emmerich Clewlow', 625578276, '1978-09-19', 'Chibuto');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5085, 'Chelsy Cordsen', 795444240, '1948-04-07', 'Zhongshan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5086, 'Haskell Goodban', 154576782, '2004-02-20', 'Barwałd Górny');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5087, 'Winny Precious', 666090828, '1948-05-21', 'Fuding');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5088, 'Daveen Smooth', 719939542, '1966-12-22', 'Ichinomiya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5089, 'Mike Grima', 479139179, '1953-06-13', 'Kentville');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5090, 'Waverly Franckton', 207038556, '1943-10-15', 'Drammen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5091, 'Netti Mobberley', 147601427, '1998-07-03', 'Chengcun');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5092, 'Dulcea Bockmann', 204731034, '1951-07-28', 'Wudan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5093, 'Nonna Barkhouse', 305390541, '1964-02-23', 'Vydreno');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5094, 'Melba Sibun', 418159454, '1993-06-12', 'São Bento');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5095, 'Ripley Flaws', 149803886, '1959-06-01', 'Atalhada');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5096, 'Cobby Ferriman', 186946785, '1948-01-20', 'Krajan Srigonco');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5097, 'Stacia Gerritzen', 777906100, '2004-02-20', 'Thulamahashi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5098, 'Phyllys Zorzini', 428086019, '1943-05-24', 'Digne-les-Bains');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5099, 'Myranda Joinsey', 440667847, '1996-12-06', 'Cachoeirinha');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5100, 'Alphonso Crann', 980960978, '1981-03-15', 'Lidu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5101, 'Georgia Viel', 473817344, '1941-04-07', 'Santa Lucía');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5102, 'Lise Rymill', 226346454, '1988-10-13', 'Bogovinje');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5103, 'Benton Cheine', 346381020, '1984-02-20', 'Ādam');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5104, 'Dix Beneze', 391849530, '1991-03-13', 'Thành Phố Phủ Lý');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5105, 'Mindy Demageard', 300329635, '1972-01-04', 'Cikulahan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5106, 'Shelba Hellcat', 875168050, '1961-09-17', 'Mosquée');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5107, 'Birch Farlamb', 482174427, '1988-09-27', 'Anhua');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5108, 'Wendy Garret', 582007002, '1950-09-14', 'Cibingbin');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5109, 'Irving Predohl', 550837535, '1948-10-10', 'Namikupa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5110, 'Garrett Prinne', 770969572, '1991-05-01', 'Tangfang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5111, 'Pernell Wanley', 775841622, '2000-09-18', 'Borek');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5112, 'Jorry Corstorphine', 737294283, '1940-12-17', 'Deqing');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5113, 'Baryram Boas', 482693960, '1955-08-08', 'Bernardo Larroudé');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5114, 'Amitie Boldt', 273575477, '1997-11-22', 'Azogues');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5115, 'Dominic Nasey', 563283938, '2004-09-22', 'Ōme');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5116, 'Chrisse Belliss', 778096564, '1999-12-07', 'Boulogne-Billancourt');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5117, 'Sammy Wurst', 379835973, '1967-03-16', 'Czerwionka-Leszczyny');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5118, 'Reggy Clemonts', 496749108, '1970-06-21', 'Tsotsin-Yurt');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5119, 'Marcelle Marr', 718348542, '1992-05-25', 'Calape');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5120, 'Roderic Leverson', 717807769, '1985-10-20', 'Ford');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5121, 'Joly Meineking', 112136093, '1973-09-13', 'Xixia');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5122, 'Caterina Middle', 945451934, '1988-10-11', 'Isak');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5123, 'Mayne Youthead', 787654754, '1956-01-30', 'Íquira');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5124, 'Maryanna O''Hartnedy', 804063940, '1964-05-31', 'Uppsala');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5125, 'Eadie Holah', 922952813, '1990-05-21', 'Rzhavki');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5126, 'Reinaldo Lippitt', 707784839, '1965-06-03', 'Liudong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5127, 'Janith Warricker', 171614714, '1978-04-20', 'Al Ḩaffah');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5128, 'Myrtle Fetherston', 518346839, '1936-03-19', 'Jianlong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5129, 'Joseito Stefanovic', 448357331, '1939-10-02', 'Washington');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5130, 'Sadella Matthiesen', 693734309, '1949-11-23', 'Dalan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5131, 'Winfred Dominy', 752106550, '1963-11-02', 'Baguinge');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5132, 'Agnes Grievson', 665095240, '1992-07-09', 'Sanlifan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5133, 'Quint Style', 759000186, '1991-10-15', 'Allen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5134, 'Susy Bruno', 350197057, '1993-11-10', 'Tomislavgrad');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5135, 'Aleta Noah', 986162421, '1985-03-08', 'Port Glaud');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5136, 'Leeanne Gregoletti', 187772669, '1995-08-24', 'Shuangchahe');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5137, 'Karin Pennaman', 829195040, '1937-12-20', 'Staré Hradiště');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5138, 'Adella Sherrott', 135349372, '2000-11-27', 'Rozhnyativ');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5139, 'Cleopatra Amber', 442994710, '2004-08-07', 'Caen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5140, 'Blithe Sammonds', 433208745, '1935-03-17', 'San Isidro');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5141, 'Quillan Pitkethly', 283952788, '1961-06-07', 'Denyshi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5142, 'Desi Templeton', 742566261, '1951-09-06', 'Rudna Mała');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5143, 'Phyllis Lutton', 851238913, '1978-04-21', 'San Antonio');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5144, 'Alexi Brogioni', 686512097, '1945-06-15', 'Əhmədbəyli');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5145, 'Sunshine Seatter', 671744166, '1971-11-14', 'Curibaya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5146, 'Chery Saintsbury', 945981027, '1997-03-08', 'Jianling');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5147, 'Malva Eastcott', 491786703, '1980-12-25', 'Starobin');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5148, 'Nevile Boriston', 759350191, '1984-01-11', 'Ayapel');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5149, 'Isabelita Askell', 269240357, '1971-11-10', 'Pata');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5150, 'Cort Brouncker', 414024521, '1952-04-27', 'Bošovice');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5151, 'Gaye Grimolbie', 184729287, '1955-11-14', 'Geidam');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5152, 'Torey Kibbe', 915809443, '1959-09-16', 'Vohipaho');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5153, 'Cathrine Groundwator', 706886355, '1953-06-17', 'Valerianovsk');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5154, 'Jarid O''Keenan', 322024506, '1960-08-21', 'Penghu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5155, 'Isador Vannucci', 803806013, '1993-04-16', 'Zhangxiong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5156, 'Rand Falls', 451438508, '1955-02-25', 'Malasila');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5157, 'Pasquale Towle', 989401240, '1975-09-11', 'Novomyshastovskaya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5158, 'Harlen Pigram', 804805386, '1990-10-12', 'Xiongzhang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5159, 'Alvin Garnett', 403956502, '1938-07-24', 'Jiazhuyuan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5160, 'Wini Duchart', 382236090, '1984-07-19', 'Caikouji');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5161, 'Mae Karolewski', 324986484, '1994-09-13', 'Al ‘Azīzīyah');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5162, 'Ingra Leverett', 154468789, '1937-08-22', 'Roanoke');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5163, 'Mike Howselee', 679096065, '1996-05-30', 'Tojal');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5164, 'Gena Sawl', 496146310, '1942-06-04', 'Acandí');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5165, 'Mata Finding', 752117850, '1996-11-22', 'Täby');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5166, 'Connor Casaletto', 756972958, '1953-10-18', 'San Silvestre');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5167, 'Wit Tight', 216171828, '1955-04-30', 'Tiznit');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5168, 'Rafaellle Fouch', 196460419, '1960-11-05', 'Tanout');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5169, 'Glynda Oxenden', 192875151, '2002-01-29', 'Tarariras');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5170, 'Avril Kerley', 149617636, '1981-12-30', 'Koba');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5171, 'Adlai Varlow', 135015742, '2002-03-09', 'Loma Alta');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5172, 'Alic Leaning', 585105229, '1942-02-24', 'Jakubów');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5173, 'Lorin Vaux', 896860132, '1936-05-25', 'Yuxin');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5174, 'Duffie Kemble', 702287647, '1941-04-15', 'Rumelange');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5175, 'Bianca Clashe', 794439976, '1948-06-29', 'Sierakowice');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5176, 'Mayor Weatherhead', 981629003, '1969-10-26', 'Orléans');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5177, 'Olimpia Willshaw', 392612717, '1952-02-09', 'Pubal');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5178, 'Cleve Bartolacci', 660207642, '1989-08-11', 'Ersekë');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5179, 'Layla Rediers', 401170243, '1939-12-03', 'Murowana Goślina');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5180, 'Kylynn Benninck', 282935779, '2000-10-15', 'Petit Raffray');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5181, 'Murvyn Abells', 841725015, '2001-03-29', 'Thị Trấn Văn Quan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5182, 'Nehemiah Crosland', 247646646, '2003-09-24', 'Kakamega');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5183, 'Casie Sumption', 278651323, '1982-08-07', 'Venda do Valador');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5184, 'Elset Graves', 895768634, '1973-02-13', 'Novikovo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5185, 'Jorgan Maria', 389316979, '1964-08-21', 'Muzhou');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5186, 'Lorene Claffey', 930322604, '1937-10-06', 'Zakupne');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5187, 'Charis Hazleton', 142217942, '1998-12-19', 'Tieli');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5188, 'Norman Cary', 754569034, '1968-05-02', 'Los Angeles');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5189, 'Monro Powley', 852555031, '1984-07-24', 'Bela Vista');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5190, 'Rorie Hartland', 140078252, '1988-01-11', 'Jaroměř');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5191, 'Gui Brabbins', 811730402, '1944-09-17', 'Shimanovsk');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5192, 'Kaela Hymus', 705023046, '2003-12-03', 'Sedandang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5193, 'Cale MacMenamin', 508053990, '1986-06-08', 'La Unión');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5194, 'Jesse Warsap', 430851660, '1968-12-22', 'Zuolan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5195, 'Tatiana Vasyukhin', 818677253, '1961-12-21', 'Wuyahe');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5196, 'Lynnet Aspy', 946531882, '1952-07-22', 'Caluire-et-Cuire');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5197, 'Minnie Jenkison', 691547155, '2004-09-05', 'Beauvais');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5198, 'Brittaney Fuge', 737231278, '1953-03-26', 'Yeniköy');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5199, 'Angela McIlharga', 888285202, '2000-12-30', 'Nashville');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5200, 'Lenci Gallaccio', 645306636, '1979-12-08', 'Vilhelmina');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5201, 'Alyse Dagless', 652784431, '1968-04-17', 'Nobres');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5202, 'Ernie Brudenell', 848096833, '1938-06-06', 'Muqi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5203, 'Reeva Hamill', 379407655, '1994-09-03', 'Dawu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5204, 'Tiffi Dolligon', 212814311, '1955-01-11', 'Jianfeng');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5205, 'Anette Polye', 525715909, '1996-04-25', 'Dmitriyevka');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5206, 'Cory Cratere', 265543736, '1952-08-31', 'Gore');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5207, 'Con Dimitrijevic', 426725137, '1944-11-05', 'Novaya Chigla');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5208, 'Inness Moules', 699841127, '1979-02-25', 'Tân An');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5209, 'Milt Sivil', 146597437, '1936-07-17', 'Pilcomay');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5210, 'Jessie Oxbrough', 829664245, '1985-05-18', 'Zmiennica');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5211, 'Joanne Goss', 632299936, '1974-12-16', 'Nong Bua Daeng');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5212, 'Mervin Habbon', 764659803, '1984-03-24', 'Banshu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5213, 'Garret Foskew', 786224159, '1977-02-13', 'Non Sang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5214, 'Hetty Wheatcroft', 862613678, '1973-09-30', 'Siborong-borong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5215, 'Clarita Brent', 112525837, '1979-03-05', 'Ciheras');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5216, 'Philippa Carlone', 645462109, '1998-12-06', 'Andou');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5217, 'Ashlie Murphy', 563400488, '1990-02-06', 'Cadiz');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5218, 'Emelina Crookes', 239656471, '1934-07-18', 'Calinog');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5219, 'Borden Roskam', 493208132, '1992-05-07', 'Turku');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5220, 'Sheffield Halfacree', 612651394, '1975-02-10', 'Butembo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5221, 'Alvera Manoelli', 729947938, '1991-11-14', 'Barcelona');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5222, 'Jeanine Angood', 914608150, '1937-03-26', 'Bayeman');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5223, 'Lilia McGuire', 871878281, '1982-04-24', 'Berëzovskiy');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5224, 'Clemmie Fretson', 560326131, '1969-12-04', 'Lynchburg');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5225, 'Cornelle Halliday', 664626419, '1952-03-28', 'Subaykhān');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5226, 'Jerrie Swaddle', 922412231, '1957-07-29', 'Ban Bang Kadi Pathum Thani');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5227, 'Adolf Curzey', 684719754, '1936-04-16', 'Il’ichëvo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5228, 'Artair Rapson', 845676615, '1972-08-02', 'Donan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5229, 'Reade Soane', 584889494, '1939-01-17', 'Río');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5230, 'Doralynn MacSharry', 437006872, '1943-08-20', 'Jakartovice');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5231, 'Celka Glawsop', 575406049, '1963-08-20', 'Banawang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5232, 'Rebecka Frostdyke', 997045363, '1984-12-16', 'Rosario del Ingre');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5233, 'Vance Downey', 865368949, '1945-02-21', 'Suodenniemi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5234, 'Gaye Moukes', 929047970, '1980-06-12', 'Demba');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5235, 'Barrie Costley', 119506653, '1987-12-25', 'São Torcato');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5236, 'Jerry Jamson', 954125816, '1955-10-30', 'Loboniki');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5237, 'Paddy Brobak', 377301897, '1999-01-09', 'Bafoussam');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5238, 'Seamus Kunz', 787755868, '1983-11-17', 'København');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5239, 'Jackie McClaren', 176907145, '1969-08-06', 'Waipare');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5240, 'Mallissa Bowerbank', 304561021, '1960-02-22', 'Xiehu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5241, 'Danice Plews', 567813679, '1978-09-07', 'General San Martín');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5242, 'Ettore Seyler', 166147719, '1987-02-06', 'Kalembutillu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5243, 'Dietrich Armatys', 478601936, '1945-08-01', 'Nortelândia');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5244, 'Bevan McIlvenna', 817072043, '1965-06-23', 'Owando');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5245, 'Marjorie Trowel', 404249891, '1934-08-16', 'Ludvika');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5246, 'Eba Skull', 915840019, '1984-09-07', 'Kiel');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5247, 'Sissy Kitchingman', 337251884, '1992-10-26', 'Storvreta');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5248, 'Julia Raccio', 715341797, '1968-03-23', 'Lamam');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5249, 'Ingar Wreiford', 196378823, '1955-06-08', 'Awayan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5250, 'Cymbre Dunmuir', 454451670, '1959-06-25', 'Olo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5251, 'Kristofer Sager', 870255067, '2004-06-30', 'Nikolayevsk');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5252, 'Britt Rapa', 744358592, '1948-10-20', 'Kariya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5253, 'Cointon Rays', 798201769, '1963-03-04', 'Watergrasshill');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5254, 'Fin Fawckner', 203331830, '1938-06-09', 'Tsuruoka');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5255, 'Goraud Gian', 273710070, '1953-11-17', 'Drakino');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5256, 'Berta Sweed', 557217272, '1976-12-24', 'Gongchang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5257, 'Coraline de la Valette Parisot', 806928857, '1987-07-26', 'Singaparna');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5258, 'Cesar Deery', 565171699, '1951-05-31', 'Don Matías');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5259, 'Annmarie Bales', 250777323, '1967-03-13', 'Pak Chong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5260, 'Mozes Swaysland', 207702518, '2003-08-16', 'Houston');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5261, 'Latia Duggleby', 522306313, '1955-11-08', 'Kongsvinger');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5262, 'Kali Bartolijn', 771708011, '1950-02-21', 'Shirone');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5263, 'Rachele Chafer', 708026378, '1986-10-15', 'Jaleswar');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5264, 'Loretta Roland', 376120187, '1967-08-19', 'Dublje');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5265, 'Orelie Lukes', 225053763, '1985-10-14', 'Kumlinge');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5266, 'Saunder Rablen', 487865345, '1944-03-23', 'Zhongxinqiao');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5267, 'Zerk Mulhall', 258021702, '1988-07-02', 'Lowayu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5268, 'Chrysa Teresi', 276441620, '1944-02-28', 'Phon Phisai');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5269, 'Yorke Fortnum', 339178252, '1950-10-12', 'Zürich');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (5270, 'Orelee Honnicott', 460932595, '1949-04-07', 'Shidu');
